date,region,product_category,units_sold,unit_price,revenue,discount_pct
7/4/2024,North,Electronics,210,140.26,29501.18,0.058
7/5/2024,North,Clothing,203,135.02,27428.83,0.063
7/5/2024,North,Electronics,163,261.76,42651.25,0.198
7/6/2024,North,Clothing,208,100.28,20818.44,0.273
7/7/2024,West,Electronics,172,113.86,19571.47,0.121
7/8/2024,North,Home,186,81.92,15252.83,0.062
7/9/2024,West,Electronics,283,397.16,112380.48,0.195
7/10/2024,West,Clothing,267,81.42,21754.86,
7/11/2024,North,Home,135,32.36,4390.56,
7/12/2024,North,Food,241,41.81,10117.87,0.261
7/13/2024,South,Clothing,240,83.06,19998.54,0.161
7/14/2024,East,Clothing,142,58.58,8322.26,0.226
7/15/2024,North,Clothing,240,49.84,11896.21,0.042
7/15/2024,South,Food,276,45.65,12582.14,0.104
7/16/2024,South,Home,143,266.58,38123.14,0.117
7/17/2024,East,Food,154,15.44,2285.97,0.153
7/18/2024,West,Food,250,36.9,9294.43,0.279
7/19/2024,North,Food,213,42.07,8968.03,0.262
7/20/2024,East,Clothing,227,29.34,6679.25,0.04
7/21/2024,North,Electronics,217,154.4,33573.08,0.052
7/22/2024,South,Food,219,9.02,1943.87,0.107
7/23/2024,South,Home,133,53.95,7204.05,0.087
7/24/2024,West,Electronics,252,250.28,63065.07,0.184
7/25/2024,South,Food,258,18.1,4660.6,0.271
7/26/2024,South,Electronics,188,323.87,60848.95,0.289
7/26/2024,East,Clothing,197,92.94,18392.46,0.196
7/27/2024,North,Electronics,123,362.35,44550.27,0.251
7/28/2024,North,Clothing,225,76.88,17332.97,0.158
7/29/2024,East,Food,228,31.82,7161.21,0.062
7/30/2024,West,Clothing,196,19.64,3908.44,
7/31/2024,North,Food,256,20.18,5218.69,0.167
8/1/2024,South,Food,183,9.04,1659.19,0.223
8/2/2024,North,Home,228,236.31,53867.33,0.066
8/3/2024,South,Electronics,149,422.04,62903.96,0.11
8/4/2024,West,Clothing,198,88.63,17663.18,0.109
8/5/2024,East,Electronics,191,135.52,25796.16,0.288
8/5/2024,North,Home,211,187.08,39512.98,0.133
8/6/2024,East,Home,181,114.42,20664.44,0.227
8/7/2024,North,Clothing,193,37.05,7149.65,0.225
8/8/2024,South,Home,241,54.13,13032.94,0.08
8/9/2024,East,Clothing,178,34.64,6144.5,
8/10/2024,North,Food,119,5.17,614.71,0.268
8/11/2024,South,Electronics,287,240.95,69095.94,0.143
8/12/2024,East,Food,269,47.23,12756.33,0.284
8/13/2024,East,Electronics,135,265.88,35804.09,0.064
8/14/2024,North,Home,234,199.48,46705.31,
8/15/2024,North,Food,174,30.66,5318.51,0.267
8/16/2024,North,Food,213,43.78,9266.59,0.254
8/16/2024,South,Electronics,214,326.96,69979.56,0.298
8/17/2024,North,Clothing,188,25.16,4652.23,0.204
8/18/2024,East,Electronics,160,415.91,66547.59,0.281
8/19/2024,East,Clothing,165,21.66,3502.76,0.248
8/20/2024,North,Electronics,154,426.89,65764.12,0.253
8/21/2024,North,Home,158,98.08,15450.42,0.171
8/22/2024,West,Food,196,17.93,3491.73,0.115
8/23/2024,East,Clothing,164,66.98,10999.42,0.28
8/24/2024,South,Clothing,234,142.3,33259.57,0.13
8/25/2024,West,Clothing,274,97.4,26684.7,0.162
8/26/2024,North,Food,170,5.06,784.51,0.134
8/26/2024,North,Clothing,211,110.9,23431.44,0.169
8/27/2024,East,Home,224,207.42,46550.33,0.141
8/28/2024,North,Clothing,223,114.35,25639.66,
8/29/2024,South,Home,203,62.09,12608.83,0.265
8/30/2024,East,Home,237,30.81,7341.38,0.133
8/31/2024,North,Electronics,224,105.03,23437.69,0.177
9/1/2024,East,Home,138,108.18,15003.98,0.042
9/2/2024,North,Electronics,243,400.75,97421.06,0.001
9/3/2024,North,Home,244,151.17,36861.28,
9/4/2024,North,Clothing,161,140.64,22704.9,0.211
9/5/2024,South,Home,201,28.67,5749.95,0.03
9/6/2024,South,Home,234,96.97,22668.08,0.273
9/6/2024,East,Home,189,29.18,5538.79,0.065
9/7/2024,North,Food,253,44.66,11245.81,0.061
9/8/2024,North,Clothing,318,146.55,46653.98,0.054
9/9/2024,South,Electronics,160,164.96,26340.8,0.004
9/10/2024,North,Clothing,130,23.81,3042.8,0.232
9/11/2024,South,Electronics,215,101.48,21772.72,0.263
9/12/2024,North,Food,236,12.41,2966.74,0.184
9/13/2024,East,Clothing,188,102.39,19218.48,0.056
9/14/2024,North,Home,272,63.05,17082.2,0.086
9/15/2024,North,Food,133,38.16,5045,0.143
9/16/2024,West,Home,234,232.09,54307.46,0.286
9/16/2024,South,Electronics,169,141.04,23776.71,0.074
9/17/2024,North,Home,285,218.57,62234.87,
9/18/2024,North,Home,299,76.1,22859.46,0.132
9/19/2024,West,Clothing,161,63.91,10246.48,0.089
9/20/2024,West,Food,172,27.64,4737.93,0.137
9/21/2024,South,Food,242,19.22,4632.88,0.021
9/22/2024,West,Electronics,180,448.77,80757.53,0.24
9/23/2024,East,Clothing,197,22.44,4451.75,0.073
9/24/2024,West,Clothing,201,72.63,14646.04,0.218
9/25/2024,East,Electronics,104,100.45,10431.5,
9/26/2024,South,Clothing,199,140.35,27867.83,0.287
9/27/2024,South,Electronics,165,98.51,16317.87,0.058
9/27/2024,South,Electronics,175,157.82,27613.73,0.265
9/28/2024,South,Electronics,272,307.33,83680.28,0.243
9/29/2024,South,Home,137,96.72,13138.36,
9/30/2024,East,Clothing,240,146.3,35121.77,0.143
10/1/2024,East,Home,186,52.71,9899.99,0.218
10/2/2024,South,Clothing,186,79.51,14771.2,0.111
10/3/2024,West,Clothing,239,62.96,15036.17,
10/4/2024,North,Clothing,217,107.14,23264.16,0.133
10/5/2024,South,Clothing,228,104.4,23775.26,0.05
10/6/2024,West,Electronics,248,133.32,33047.76,0.295
10/7/2024,North,Food,183,7.57,1368.42,0.029
10/7/2024,South,Electronics,169,297.8,50296.83,0.177
10/8/2024,South,Food,145,14.87,2217.59,0.188
10/9/2024,East,Food,158,25.9,4115.25,0.161
10/10/2024,North,Electronics,347,495.59,171982.26,0.199
10/11/2024,North,Electronics,262,367.41,96301.85,
10/12/2024,West,Food,132,38.28,5039.74,0.167
10/13/2024,East,Clothing,133,135.26,17950.87,0.086
10/14/2024,East,Electronics,224,240.5,53841.87,0.282
10/15/2024,East,Home,227,31.12,7064.33,0.229
10/16/2024,East,Electronics,227,112.24,25425.52,0.292
10/17/2024,North,Food,187,7.34,1347.57,0.011
10/18/2024,North,Home,193,198.27,38240.3,0.086
10/18/2024,South,Electronics,216,349.56,75611.19,0.059
10/19/2024,South,Electronics,204,252.53,51377.43,0.003
10/20/2024,East,Electronics,89,285.65,25413.87,0.073
10/21/2024,East,Clothing,188,133.41,25167.36,0.204
10/22/2024,East,Electronics,157,90.08,14148.65,0.069
10/23/2024,South,Food,208,43.68,9123.11,0.153
10/24/2024,West,Electronics,349,154.37,53880.12,0.266
10/25/2024,West,Clothing,218,28.75,6234.13,0.208
10/26/2024,South,Home,184,255.71,46938.54,0.118
10/27/2024,South,Home,246,244.38,60127.75,
10/28/2024,South,Food,224,48.46,10816.26,
10/28/2024,South,Clothing,221,21.58,4729.16,0.053
10/29/2024,South,Food,230,41.5,9520.05,0.19
10/30/2024,South,Clothing,302,74.14,22477.52,0.109
10/31/2024,East,Clothing,143,61.22,8874.7,0.256
11/1/2024,East,Electronics,223,155.19,34618.23,
11/2/2024,East,Home,153,245.71,37570.39,0.183
11/3/2024,East,Clothing,227,117.15,26534.19,0.109
11/4/2024,South,Electronics,154,309.71,47718.77,0.063
11/5/2024,West,Clothing,179,40.19,7283.16,0.233
11/6/2024,North,Clothing,185,40.41,7463.48,0.146
11/7/2024,South,Home,248,242.43,60003.69,0.067
11/8/2024,North,Food,245,12.04,2983.3,0.059
11/8/2024,West,Food,137,21.5,2994.77,0.05
11/9/2024,East,Electronics,202,408.62,82461.95,0.233
11/10/2024,West,Clothing,164,17.36,2855.86,0.069
11/11/2024,South,Clothing,137,21.62,2984.5,0.158
11/12/2024,East,Electronics,189,447.21,84519.03,0.135
11/13/2024,South,Electronics,184,428.86,78870.7,0.174
11/14/2024,East,Food,321,10.45,3405.25,0.263
11/15/2024,North,Electronics,221,247.72,54725.95,0.26
11/16/2024,North,Clothing,131,95.51,12437.55,0.135
11/17/2024,North,Electronics,171,490.85,83832.88,0.005
11/18/2024,West,Electronics,251,155.97,39211.51,0.128
11/18/2024,South,Electronics,304,415.65,126388.43,0.182
11/19/2024,West,Home,120,263.66,31643.6,
11/20/2024,North,Home,106,58.82,6212.91,0.195
11/21/2024,South,Home,293,55.65,16279,0.046
11/22/2024,North,Clothing,219,106.16,23195.25,0.194
11/23/2024,West,Electronics,156,429.7,67011.63,0.055
11/24/2024,West,Clothing,226,62.58,14037.08,0.225
11/25/2024,West,Clothing,68,32.02,2140.56,0.102
11/26/2024,North,Home,200,131.34,26252.45,0.213
11/27/2024,South,Electronics,216,370.66,80093.05,0.014
11/28/2024,South,Clothing,246,130.91,32201.86,0.122
11/29/2024,North,Electronics,149,254.64,37981.11,0.212
11/29/2024,South,Clothing,204,99.83,20432.78,0.068
11/30/2024,North,Food,153,8.24,1313.63,0.239
12/1/2024,South,Clothing,212,29.26,6226.65,0.189
12/2/2024,East,Clothing,155,124.73,19333.74,0.176
12/3/2024,East,Clothing,179,93.13,16621.23,0.106
12/4/2024,West,Clothing,150,98.47,14807.5,0.145
12/5/2024,East,Food,232,18.65,4410.79,0.179
12/6/2024,East,Home,242,154.72,37459.35,0.142
12/7/2024,East,Home,188,113.34,21403.78,0.209
12/8/2024,North,Food,201,31.01,6156.73,0.13
12/9/2024,East,Clothing,127,115.92,14664.13,0.061
12/9/2024,East,Food,185,27.64,5156.16,0.064
12/10/2024,West,Clothing,197,53.63,10578.32,0.002
12/11/2024,East,Electronics,331,167.49,55504.88,0.09
12/12/2024,East,Home,144,212.05,30534.43,0.225
12/13/2024,South,Electronics,273,361.07,98528.71,0.238
12/14/2024,West,Home,249,89.99,22396.83,0.061
12/15/2024,West,Clothing,214,93.27,19883.15,0.288
12/16/2024,West,Food,287,13.6,3846.77,
12/17/2024,West,Food,218,39.59,8679.24,0.275
12/18/2024,West,Home,219,156.1,34229.54,0.212
12/19/2024,West,Food,197,39.53,7805.56,0.217
12/20/2024,North,Food,261,14.26,3635.81,0.026
12/20/2024,East,Electronics,254,312.46,79346.92,0.066
12/21/2024,West,Clothing,168,43.58,7260.19,0.003
12/22/2024,East,Electronics,134,168.25,22604.33,0.215
12/23/2024,East,Food,189,46.93,8840.58,0.103
12/24/2024,North,Clothing,159,82.58,13075.93,0.236
12/25/2024,West,Food,196,21.12,4141.01,0.102
12/26/2024,South,Electronics,261,407.69,106375.08,0.246
12/27/2024,North,Electronics,177,316.84,56154.87,
12/28/2024,South,Food,197,25.73,5032.07,0.052
12/29/2024,East,Electronics,202,371.88,75049.8,
12/30/2024,East,Electronics,242,318.3,76920.95,0.123
12/31/2024,North,Electronics,87,414.42,36053,0.105
